"","Predator","Prey"
"222","Ophiuroidea","Oweniidae"
"223","Ophiuroidea","Pectinariidae"
"224","Ophiuroidea","Ampharetidae"
"225","Ophiuroidea","Naticidae"
"226","Ophiuroidea","Hiatellidae"
"227","Ophiuroidea","Ostracoda"
"228","Ophiuroidea","Euchaetidae"
"229","Ophiuroidea","Cumacea"
"230","Ophiuroidea","Gammaridea"
"231","Ophiuroidea","Caprellidae"
"232","Ophiuroidea","Hyas"
"233","Ophiuroidea","Chionoecetes opilio"
"234","Ophiuroidea","Detritus complex"
"235","Strongylocentrotus droebachiensis","Laminaria"
"236","Strongylocentrotus droebachiensis","Agarum"
"237","Strongylocentrotus droebachiensis","Costaria costata"
"238","Strongylocentrotus droebachiensis","Nereocystis luetkeana"
"239","Strongylocentrotus droebachiensis","Alaria"
"240","Strongylocentrotus droebachiensis","Desmarestia"
"241","Strongylocentrotus droebachiensis","Corallina"
"242","Strongylocentrotus droebachiensis","Palmaria"
"243","Strongylocentrotus droebachiensis","Chrysophyta"
"244","Strongylocentrotus droebachiensis","Gymnolaemata"
"245","Strongylocentrotus droebachiensis","Crossaster papposus"
"246","Strongylocentrotus droebachiensis","Solaster endeca"
"247","Strongylocentrotus droebachiensis","Asterias"
"248","Strongylocentrotus droebachiensis","Ophiuroidea"
"249","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis"
"250","Strongylocentrotus droebachiensis","Echinarachnius parma"
"251","Strongylocentrotus droebachiensis","Aplidium"
"252","Strongylocentrotus droebachiensis","Thaliacea"
"253","Strongylocentrotus droebachiensis","Hydrozoa"
"254","Strongylocentrotus droebachiensis","Ulvaceae"
"255","Strongylocentrotus droebachiensis","Codiaceae"
"256","Strongylocentrotus droebachiensis","Lacuna"
"257","Strongylocentrotus droebachiensis","Fusitriton"
"258","Strongylocentrotus droebachiensis","Nucella lamellosa"
"259","Strongylocentrotus droebachiensis","Buccinidae"
"260","Strongylocentrotus droebachiensis","Katharina tunicata"
"261","Strongylocentrotus droebachiensis","Crustose coralline algae complex"
"262","Strongylocentrotus droebachiensis","Detritus complex"
"263","Strongylocentrotus droebachiensis","Biofilm Complex"
"264","Strongylocentrotus droebachiensis","Red crust complex"
"265","Strongylocentrotus droebachiensis","Pilayella littoralis"
"266","Strongylocentrotus droebachiensis","Saccharina sessile"
"267","Strongylocentrotus droebachiensis","Fucus"
"268","Strongylocentrotus droebachiensis","Porphyra"
"269","Strongylocentrotus droebachiensis","Styela"
"270","Strongylocentrotus droebachiensis","Acrosiphoniaceae"
"271","Strongylocentrotus droebachiensis","Semibalanus balanoides"
"272","Strongylocentrotus droebachiensis","Pugettia"
"273","Strongylocentrotus franciscanus","Laminaria"
"274","Strongylocentrotus franciscanus","Agarum"
"275","Strongylocentrotus franciscanus","Costaria costata"
"276","Strongylocentrotus franciscanus","Nereocystis luetkeana"
"277","Strongylocentrotus franciscanus","Alaria"
"278","Strongylocentrotus franciscanus","Desmarestia"
"279","Strongylocentrotus franciscanus","Cystoseira"
"280","Strongylocentrotus franciscanus","Polysiphonia"
"281","Strongylocentrotus franciscanus","Chrysophyta"
"282","Strongylocentrotus franciscanus","Thaliacea"
"283","Strongylocentrotus franciscanus","Zostera marina"
"284","Strongylocentrotus franciscanus","Hydrozoa"
"285","Strongylocentrotus franciscanus","Ulvaceae"
"286","Strongylocentrotus franciscanus","Fusitriton"
"287","Strongylocentrotus franciscanus","Detritus complex"
"288","Strongylocentrotus franciscanus","Red crust complex"
"289","Strongylocentrotus franciscanus","Fucus"
"290","Strongylocentrotus franciscanus","Styela"
"291","Echinarachnius parma","Pennales"
"292","Psolus","Thalassiosirales"
"293","Psolus","Detritus complex"
"294","Cucumaria","Prymnesiophyceae"
"295","Cucumaria","Coscinodiscus"
"296","Cucumaria","Chaetoceros"
"297","Cucumaria","Thalassiosirales"
"298","Cucumaria","Detritus complex"
"299","Aspidochirotacea","Chrysophyta"
"300","Aspidochirotacea","Prymnesiophyceae"
"301","Aspidochirotacea","Chaetoceros"
"302","Aspidochirotacea","Prasinophyceae"
"303","Aspidochirotacea","Detritus complex"
"304","Apodacea","Bacteria"
"305","Apodacea","Detritus complex"
"306","Crinoidea","Peridinium"
"307","Crinoidea","Ceratium"
"308","Crinoidea","Chrysophyta"
"309","Crinoidea","Coscinodiscus"
"310","Crinoidea","Chaetoceros"
"311","Crinoidea","Licmophora"
"312","Crinoidea","Navicula"
"313","Crinoidea","Foraminiferida"
"314","Crinoidea","Radiolaria"
"315","Crinoidea","Tintinnina"
"316","Crinoidea","Hydrozoa"
"317","Crinoidea","Thalassiosirales"
"318","Crinoidea","Pleurosigmataceae"
"319","Crinoidea","Cyanophycota"
"320","Crinoidea","Clausocalanidae"
"321","Crinoidea","Ostracoda"
"322","Crinoidea","Calanus"
"323","Crinoidea","Acartia"
"324","Crinoidea","Oithona"
"325","Crinoidea","Detritus complex"
"326","Chaetognatha","Chaetognatha"
"327","Chaetognatha","Appendicularia"
"328","Chaetognatha","Leuroglossus schmidti"
"329","Chaetognatha","Clupea pallasii"
"330","Chaetognatha","Clausocalanidae"
"331","Chaetognatha","Ostracoda"
"332","Chaetognatha","Calanus"
"333","Chaetognatha","Acartia"
"334","Chaetognatha","Oithona"
"335","Clavelinidae","Detritus complex"
"336","Aplidium","Detritus complex"
"337","Boltenia","Littorina"
"338","Boltenia","Detritus complex"
"339","Halocynthia","Detritus complex"
"340","Molgulidae","Detritus complex"
"341","Thaliacea","Scrippsiella"
"342","Thaliacea","Chrysophyta"
"343","Thaliacea","Bacteria"
"344","Thaliacea","Prymnesiophyceae"
"345","Thaliacea","Coscinodiscus"
"346","Thaliacea","Chaetoceros"
"347","Thaliacea","Rhizosoleniaceae"
"348","Thaliacea","Thalassiothrix"
"349","Thaliacea","Thalassionema nitzschioides"
"350","Thaliacea","Navicula"
"351","Thaliacea","Radiolaria"
"352","Thaliacea","Bacillariaceae"
"353","Thaliacea","Thalassiosirales"
"354","Thaliacea","Cyanophycota"
"355","Thaliacea","Prorocentrum"
"356","Appendicularia","Gymnodinium"
"357","Appendicularia","Peridinium"
"358","Appendicularia","Protoperidinium"
"359","Appendicularia","Ceratium"
"360","Appendicularia","Scrippsiella"
"361","Appendicularia","Chrysophyta"
"362","Appendicularia","Bacteria"
"363","Appendicularia","Prymnesiophyceae"
"364","Appendicularia","Chaetoceros"
"365","Appendicularia","Pennales"
"366","Appendicularia","Thalassionema nitzschioides"
"367","Appendicularia","Licmophora"
"368","Appendicularia","Cocconeis"
"369","Appendicularia","Navicula"
"370","Appendicularia","Silicoflagellida"
"371","Appendicularia","Tintinnina"
"372","Appendicularia","Bacillariaceae"
"373","Appendicularia","Thalassiosirales"
"374","Appendicularia","Pleurosigmataceae"
"375","Appendicularia","Cyanophycota"
"376","Appendicularia","Orbiniidae"
"377","Appendicularia","Prorocentrum"
"378","Lamna ditropis","Squalus acanthias"
"379","Lamna ditropis","Oncorhynchus gorbuscha"
"380","Lamna ditropis","Oncorhynchus keta"
"381","Lamna ditropis","Oncorhynchus kisutch"
"382","Lamna ditropis","Oncorhynchus nerka"
"383","Lamna ditropis","Oncorhynchus tshawytscha"
"384","Lamna ditropis","Alepisaurus ferox"
"385","Lamna ditropis","Theragra chalcogramma"
"386","Lamna ditropis","Pleurogrammus monopterygius"
"387","Lamna ditropis","Anoplopoma fimbria"
"388","Lamna ditropis","Eumicrotremus"
"389","Lamna ditropis","Hippoglossus stenolepis"
"390","Lamna ditropis","Clupea pallasii"
"391","Lamna ditropis","Berryteuthis anonychus"
"392","Lamna ditropis","Gonatopsis"
"393","Prionace glauca","Thaliacea"
"394","Prionace glauca","Prionace glauca"
"395","Prionace glauca","Squalus acanthias"
"396","Prionace glauca","Stomiidae"
"397","Prionace glauca","Alepisaurus ferox"
"398","Prionace glauca","Lampanyctus jordani"
"399","Prionace glauca","Stenobrachius leucopsarus"
"400","Prionace glauca","Porichthys"
"401","Prionace glauca","Merluccius productus"
"402","Prionace glauca","Citharichthys"
"403","Prionace glauca","Octocorallia"
"404","Prionace glauca","Clupea pallasii"
"405","Prionace glauca","Gonatopsis"
"406","Prionace glauca","Moroteuthis"
"407","Prionace glauca","Idoteidae"
"408","Prionace glauca","Gammaridea"
"409","Prionace glauca","Hyperiidea"
"410","Prionace glauca","Pandalidae"
"411","Prionace glauca","Cancer"
"412","Somniosus pacificus","Squalus acanthias"
"413","Somniosus pacificus","Gadus macrocephalus"
"414","Somniosus pacificus","Theragra chalcogramma"
"415","Somniosus pacificus","Albatrossia pectoralis"
"416","Somniosus pacificus","Anoplopoma fimbria"
"417","Somniosus pacificus","Hippoglossoides elassodon"
"418","Somniosus pacificus","Hippoglossus stenolepis"
"419","Somniosus pacificus","Eschrichtius robustus"
"420","Somniosus pacificus","Phoca vitulina"
"421","Somniosus pacificus","Enteroctopus dofleini"
"422","Somniosus pacificus","Reinhardtius stomias"
"423","Somniosus pacificus","Fusitriton"
"424","Somniosus pacificus","Berryteuthis magister"
"425","Somniosus pacificus","Moroteuthis"
"426","Somniosus pacificus","Crangonidae"
"427","Somniosus pacificus","Paguridae"
"428","Squalus acanthias","Ophiuroidea"
"429","Squalus acanthias","Thaliacea"
"430","Squalus acanthias","Gadus macrocephalus"
"431","Squalus acanthias","Theragra chalcogramma"
"432","Squalus acanthias","Merluccius productus"
"433","Squalus acanthias","Ophiodon elongatus"
"434","Squalus acanthias","Anarhichas"
"435","Squalus acanthias","Ammodytes hexapterus"
"436","Squalus acanthias","Citharichthys"
"437","Squalus acanthias","Pleuronectes"
"438","Squalus acanthias","Parophrys vetulus"
"439","Squalus acanthias","Psettichthys melanostictus"
"440","Squalus acanthias","Hippoglossus stenolepis"
"441","Squalus acanthias","Glyptocephalus zachirus"
"442","Squalus acanthias","Hydrozoa"
"443","Squalus acanthias","Clupea pallasii"
"444","Squalus acanthias","Enteroctopus dofleini"
"445","Squalus acanthias","Nemertea"
"446","Squalus acanthias","Reinhardtius stomias"
"447","Squalus acanthias","Neocalanus cristatus"
"448","Squalus acanthias","Neocalanus plumchrus"
"449","Squalus acanthias","Limacina helicina"
"450","Squalus acanthias","Pectinidae"
"451","Squalus acanthias","Mysida"
"452","Squalus acanthias","Gammaridea"
"453","Squalus acanthias","Hyperiidea"
"454","Squalus acanthias","Euphausia"
"455","Squalus acanthias","Thysanoessa spinifera"
"456","Squalus acanthias","Pandalidae"
"457","Squalus acanthias","Paguridae"
"458","Squalus acanthias","Cancer"
"459","Squalus acanthias","Pinnotheridae"
"460","Raja binoculata","Gadus macrocephalus"
"461","Raja binoculata","Theragra chalcogramma"
"462","Raja binoculata","Pleurogrammus monopterygius"
"463","Raja binoculata","Ammodytes hexapterus"
"464","Raja binoculata","Hippoglossus stenolepis"
"465","Raja binoculata","Clupea pallasii"
"466","Raja binoculata","Reinhardtius stomias"
"467","Raja binoculata","Ostracoda"
"468","Raja binoculata","Chionoecetes bairdi"
"469","Raja binoculata","Cancer"
"470","Raja binoculata","Detritus complex"
"471","Raja rhina","Mallotus villosus"
"472","Raja rhina","Stenobrachius leucopsarus"
"473","Raja rhina","Tarletonbeania crenularis"
"474","Raja rhina","Porichthys"
"475","Raja rhina","Gadus macrocephalus"
"476","Raja rhina","Theragra chalcogramma"
"477","Raja rhina","Merluccius productus"
"478","Raja rhina","Lycodes"
"479","Raja rhina","Sebastes diploproa"
"480","Raja rhina","Sebastes jordani"
"481","Raja rhina","Pleurogrammus monopterygius"
"482","Raja rhina","Dasycottus setiger"
"483","Raja rhina","Trichodon trichodon"
"484","Raja rhina","Ammodytes hexapterus"
"485","Raja rhina","Citharichthys"
"486","Raja rhina","Lyopsetta exilis"
"487","Raja rhina","Hippoglossoides elassodon"
"488","Raja rhina","Microstomus pacificus"
"489","Raja rhina","Limanda aspera"
"490","Raja rhina","Parophrys vetulus"
"491","Raja rhina","Hippoglossus stenolepis"
"492","Raja rhina","Glyptocephalus zachirus"
"493","Raja rhina","Clupea pallasii"
"494","Raja rhina","Reinhardtius stomias"
"495","Raja rhina","Naticidae"
"496","Raja rhina","Nuculana"
"497","Raja rhina","Berryteuthis magister"
"498","Raja rhina","Ostracoda"
"499","Raja rhina","Mysida"
"500","Raja rhina","Cumacea"
"501","Raja rhina","Thysanoessa inermis"
"502","Raja rhina","Thysanoessa spinifera"
"503","Raja rhina","Hippolytidae"
"504","Raja rhina","Pandalidae"
"505","Raja rhina","Crangonidae"
"506","Raja rhina","Majidae"
"507","Raja rhina","Chionoecetes bairdi"
"508","Raja rhina","Pinnotheridae"
"509","Bathyraja aleutica","Echiura"
"510","Bathyraja aleutica","Ophiuroidea"
"511","Bathyraja aleutica","Bathyraja interrupta"
"512","Bathyraja aleutica","Oncorhynchus nerka"
"513","Bathyraja aleutica","Mallotus villosus"
"514","Bathyraja aleutica","Bathylagus"
"515","Bathyraja aleutica","Leuroglossus schmidti"
"516","Bathyraja aleutica","Stenobrachius nannochir"
"517","Bathyraja aleutica","Eleginus gracilis"
"518","Bathyraja aleutica","Gadus macrocephalus"
"519","Bathyraja aleutica","Theragra chalcogramma"
"520","Bathyraja aleutica","Lycodes"
"521","Bathyraja aleutica","Gasterosteus aculeatus"
"522","Bathyraja aleutica","Pleurogrammus monopterygius"
"523","Bathyraja aleutica","Icelus"
"524","Bathyraja aleutica","Malacocottus"
"525","Bathyraja aleutica","Triglops"
"526","Bathyraja aleutica","Bathyagonus nigripinnis"
"527","Bathyraja aleutica","Sarritor"
"528","Bathyraja aleutica","Ammodytes hexapterus"
"529","Bathyraja aleutica","Hippoglossoides elassodon"
"530","Bathyraja aleutica","Hydrozoa"
"531","Bathyraja aleutica","Clupea pallasii"
"532","Bathyraja aleutica","Enteroctopus dofleini"
"533","Bathyraja aleutica","Reinhardtius stomias"
"534","Bathyraja aleutica","Oligochaeta"
"535","Bathyraja aleutica","Naticidae"
"536","Bathyraja aleutica","Nuculana"
"537","Bathyraja aleutica","Gonatopsis"
"538","Bathyraja aleutica","Berryteuthis magister"
"539","Bathyraja aleutica","Mysida"
"540","Bathyraja aleutica","Rocinela"
"541","Bathyraja aleutica","Gammaridea"
"542","Bathyraja aleutica","Thysanoessa inermis"
"543","Bathyraja aleutica","Hippolytidae"
"544","Bathyraja aleutica","Pandalidae"
"545","Bathyraja aleutica","Crangonidae"
"546","Bathyraja aleutica","Paguridae"
"547","Bathyraja aleutica","Hyas"
"548","Bathyraja aleutica","Chionoecetes opilio"
"549","Bathyraja aleutica","Chionoecetes bairdi"
"550","Bathyraja aleutica","Pinnotheridae"
"551","Bathyraja interrupta","Echiura"
"552","Bathyraja interrupta","Ophiuroidea"
"553","Bathyraja interrupta","Mallotus villosus"
"554","Bathyraja interrupta","Stenobrachius leucopsarus"
"555","Bathyraja interrupta","Theragra chalcogramma"
"556","Bathyraja interrupta","Hemilepidotus jordani"
"557","Bathyraja interrupta","Lumpenus"
"558","Bathyraja interrupta","Ammodytes hexapterus"
"559","Bathyraja interrupta","Hippoglossoides elassodon"
"560","Bathyraja interrupta","Pleuronectes"
"561","Bathyraja interrupta","Clupea pallasii"
"562","Bathyraja interrupta","Reinhardtius stomias"
"563","Bathyraja interrupta","Polynoidae"
"564","Bathyraja interrupta","Nephtyidae"
"565","Bathyraja interrupta","Thysanoessa raschii"
"566","Bathyraja interrupta","Onuphidae"
"567","Bathyraja interrupta","Opheliidae"
"568","Bathyraja interrupta","Oligochaeta"
"569","Bathyraja interrupta","Gonatopsis"
"570","Bathyraja interrupta","Berryteuthis magister"
"571","Bathyraja interrupta","Ostracoda"
"572","Bathyraja interrupta","Mysida"
"573","Bathyraja interrupta","Rocinela"
"574","Bathyraja interrupta","Gammaridea"
"575","Bathyraja interrupta","Hyperiidea"
"576","Bathyraja interrupta","Euphausia"
"577","Bathyraja interrupta","Thysanoessa inermis"
"578","Bathyraja interrupta","Thysanoessa spinifera"
"579","Bathyraja interrupta","Hippolytidae"
"580","Bathyraja interrupta","Pandalidae"
"581","Bathyraja interrupta","Crangonidae"
"582","Bathyraja interrupta","Paguridae"
"583","Bathyraja interrupta","Majidae"
"584","Bathyraja interrupta","Hyas"
"585","Bathyraja interrupta","Chionoecetes bairdi"
"586","Bathyraja interrupta","Pinnotheridae"
"587","Bathyraja parmifera","Ophiuroidea"
"588","Bathyraja parmifera","Leuroglossus schmidti"
"589","Bathyraja parmifera","Stenobrachius leucopsarus"
"590","Bathyraja parmifera","Stenobrachius nannochir"
"591","Bathyraja parmifera","Gadus macrocephalus"
"592","Bathyraja parmifera","Theragra chalcogramma"
"593","Bathyraja parmifera","Lycodes"
"594","Bathyraja parmifera","Sebastes alutus"
"595","Bathyraja parmifera","Sebastes borealis"
"596","Bathyraja parmifera","Hexagrammos decagrammus"
"597","Bathyraja parmifera","Pleurogrammus monopterygius"
"598","Bathyraja parmifera","Anoplopoma fimbria"
"599","Bathyraja parmifera","Icelus"
"600","Bathyraja parmifera","Malacocottus"
"601","Bathyraja parmifera","Triglops"
"602","Bathyraja parmifera","Bathymaster"
"603","Bathyraja parmifera","Ammodytes hexapterus"
"604","Bathyraja parmifera","Hippoglossus stenolepis"
"605","Bathyraja parmifera","Clupea pallasii"
"606","Bathyraja parmifera","Reinhardtius stomias"
"607","Bathyraja parmifera","Aphroditidae"
"608","Bathyraja parmifera","Polynoidae"
"609","Bathyraja parmifera","Phyllodocidae"
"610","Bathyraja parmifera","Nereididae"
"611","Bathyraja parmifera","Nephtyidae"
"612","Bathyraja parmifera","Goniadidae"
"613","Bathyraja parmifera","Opheliidae"
"614","Bathyraja parmifera","Pectinariidae"
"615","Bathyraja parmifera","Berryteuthis magister"
"616","Bathyraja parmifera","Mysida"
"617","Bathyraja parmifera","Cumacea"
"618","Bathyraja parmifera","Gammaridea"
"619","Bathyraja parmifera","Caprellidae"
"620","Bathyraja parmifera","Hippolytidae"
"621","Bathyraja parmifera","Pandalidae"
"622","Bathyraja parmifera","Crangonidae"
"623","Bathyraja parmifera","Paguridae"
"624","Bathyraja parmifera","Majidae"
"625","Bathyraja parmifera","Hyas"
"626","Bathyraja parmifera","Chionoecetes opilio"
"627","Bathyraja parmifera","Chionoecetes bairdi"
"628","Bathyraja trachura","Gadus macrocephalus"
"629","Bathyraja trachura","Theragra chalcogramma"
"630","Bathyraja trachura","Sebastes alutus"
"631","Bathyraja trachura","Pleurogrammus monopterygius"
"632","Bathyraja trachura","Anoplopoma fimbria"
