"","Predator","Prey"
"143","Zooplankton","Eurypodius latreillii"
"144","Zooplankton","Halicarcinus planatus "
"145","Zooplankton","Laevilitorina caliginosa"
"146","Zooplankton","Mytilus edulis chilensis"
"147","Zooplankton","Nacella deaurata"
"148","Zooplankton","Nacella magellanica"
"149","Zooplankton","Notochthamalus scabrosus "
"150","Zooplankton","Pagurus comptus"
"151","Zooplankton","Perumytilus purpuratus"
"152","Zooplankton","Pseudechinus magellanicus"
"153","Zooplankton","Copepoda"
"154","Zooplankton","Munida gregaria"
"155","Zooplankton","Cephalopoda"
"156","Zooplankton","Euphausiacea"
"157","Zooplankton","Ophiuroidea"
"158","Zooplankton","Peltarion spinosulum"
"159","Zooplankton","Terebellidae"
"160","Zooplankton","Macruronus magellanicus"
"161","Zooplankton","Merluccius hubbsi"
"162","Zooplankton","Patagonotothen sp."
"163","Zooplankton","Sprattus fuegensis"
"164","Zooplankton","Arbacia dufresnii"
"165","Zooplankton","Paralomis granulosa"
"166","Zooplankton","Patagonotothen ramsayi"
"167","Zooplankton","Nereididae"
"168","Zooplankton","Hydrozoa"
"169","Zooplankton","Galaxias maculatus"
"170","Zooplankton","Hyperiidea"
"171","Zooplankton","Zygochlamys patagonica"
"172","Zooplankton","Cirripedia"
"173","Zooplankton","Cirratulidae"
"174","Zooplankton","Congiopodus peruvianus"
"175","Zooplankton","Eleginops maclovinus"
"176","Zooplankton","Lithodes santolla"
"177","Aged detritus","Ostracoda"
"178","Aged detritus","Amphipoda"
"179","Aged detritus","Exosphaeroma gigas"
"180","Aged detritus","Halicarcinus planatus "
"181","Aged detritus","Pagurus comptus"
"182","Aged detritus","Pareuthria fuscata"
"183","Aged detritus","Polychaeta"
"184","Aged detritus","Pseudechinus magellanicus"
"185","Aged detritus","Cumacea"
"186","Aged detritus","Munida gregaria"
"187","Aged detritus","Nemertea"
"188","Aged detritus","Gammaridea"
"189","Aged detritus","Glyceridae"
"190","Aged detritus","Terebellidae"
"191","Aged detritus","Nereididae"
"192","Aged detritus","Polynoidae"
"193","Aged detritus","Tanaidacea"
"194","Aged detritus","Oligochaeta"
"195","Aged detritus","Cirratulidae"
"196","Ulva sp.","Fissurella picta"
"197","Ulva sp.","Isopoda"
"198","Ulva sp.","Amphipoda"
"199","Ulva sp.","Laevilitorina caliginosa"
"200","Ulva sp.","Mytilus edulis chilensis"
"201","Ulva sp.","Nacella deaurata"
"202","Ulva sp.","Nacella magellanica"
"203","Ulva sp.","Polyplacophora"
"204","Ulva sp.","Pseudechinus magellanicus"
"205","Ulva sp.","Siphonaria lessonii"
"206","Ulva sp.","Munida gregaria"
"207","Ulva sp.","Gammaridea"
"208","Ulva sp.","Terebellidae"
"209","Ulva sp.","Patagonotothen tessellata"
"210","Ulva sp.","Loxechinus albus"
"211","Ulva sp.","Nereididae"
"212","Ulva sp.","Eleginops maclovinus"
"213","Fresh detritus","Crustacea"
"214","Fresh detritus","Gastropoda"
"215","Fresh detritus","Isopoda"
"216","Fresh detritus","Zooplankton"
"217","Fresh detritus","Ostracoda"
"218","Fresh detritus","Amphipoda"
"219","Fresh detritus","Ascidiacea"
"220","Fresh detritus","Aulacomya atra"
"221","Fresh detritus","Bivalvia"
"222","Fresh detritus","Crepipatella dilatata"
"223","Fresh detritus","Eurhomalea exalbida"
"224","Fresh detritus","Exosphaeroma gigas"
"225","Fresh detritus","Gaimardia trapesina"
"226","Fresh detritus","Halicarcinus planatus "
"227","Fresh detritus","Laevilitorina caliginosa"
"228","Fresh detritus","Mytilus edulis chilensis"
"229","Fresh detritus","Nacella deaurata"
"230","Fresh detritus","Notochthamalus scabrosus "
"231","Fresh detritus","Pareuthria fuscata"
"232","Fresh detritus","Perumytilus purpuratus"
"233","Fresh detritus","Polychaeta"
"234","Fresh detritus","Polyplacophora"
"235","Fresh detritus","Siphonaria lessonii"
"236","Fresh detritus","Spirorbinae"
"237","Fresh detritus","Bryozoa"
"238","Fresh detritus","Copepoda"
"239","Fresh detritus","Membranipora isabelleana"
"240","Fresh detritus","Serpulidae"
"241","Fresh detritus","Munida gregaria"
"242","Fresh detritus","Euphausiacea"
"243","Fresh detritus","Ophiuroidea"
"244","Fresh detritus","Terebellidae"
"245","Fresh detritus","Notobalanus flosculus"
"246","Fresh detritus","Echiura"
"247","Fresh detritus","Holothuroidea"
"248","Fresh detritus","Nereididae"
"249","Fresh detritus","Tanaidacea"
"250","Fresh detritus","Hiatella arctica"
"251","Fresh detritus","Hydrozoa"
"252","Fresh detritus","Porifera"
"253","Fresh detritus","Campylonotus vagans"
"254","Fresh detritus","Zygochlamys patagonica"
"255","Fresh detritus","Cirripedia"
"256","Fresh detritus","Chthamalus sp."
"257","Fresh detritus","Glabraster antarctica"
"258","Ostracoda","Amphipoda"
"259","Ostracoda","Nacella deaurata"
"260","Ostracoda","Nacella magellanica"
"261","Ostracoda","Pagurus comptus"
"262","Ostracoda","Polychaeta"
"263","Ostracoda","Pseudechinus magellanicus"
"264","Ostracoda","Harpagifer bispinis"
"265","Ostracoda","Munida gregaria"
"266","Ostracoda","Patagonotothen cornucola"
"267","Ostracoda","Euphausiacea"
"268","Ostracoda","Gammaridea"
"269","Ostracoda","Ophiuroidea"
"270","Ostracoda","Sprattus fuegensis"
"271","Ostracoda","Patagonotothen longipes"
"272","Ostracoda","Arbacia dufresnii"
"273","Ostracoda","Paralomis granulosa"
"274","Ostracoda","Polynoidae"
"275","Ostracoda","Hydrozoa"
"276","Ostracoda","Galaxias maculatus"
"277","Ostracoda","Hyperiidea"
"278","Ostracoda","Eleginops maclovinus"
"279","Ostracoda","Glabraster antarctica"
"280","Acanthocyclus albatrossis","Anasterias antarctica"
"281","Acanthocyclus albatrossis","Patagonotothen cornucola"
"282","Amphipoda","Anasterias antarctica"
"283","Amphipoda","Nacella magellanica"
"284","Amphipoda","Pagurus comptus"
"285","Amphipoda","Pseudechinus magellanicus"
"286","Amphipoda","Harpagifer bispinis"
"287","Amphipoda","Munida gregaria"
"288","Amphipoda","Patagonotothen cornucola"
"289","Amphipoda","Dissostichus eleginoides"
"290","Amphipoda","Myxine glutinosa"
"291","Amphipoda","Bathyraja brachyurops"
"292","Amphipoda","Cottoperca gobio"
"293","Amphipoda","Genypterus blacodes"
"294","Amphipoda","Merluccius hubbsi"
"295","Amphipoda","Patagonotothen sp."
"296","Amphipoda","Sprattus fuegensis"
"297","Amphipoda","Bathyraja griseocauda"
"298","Amphipoda","Bathyraja scaphiops"
"299","Amphipoda","Careproctus pallidus"
"300","Amphipoda","Patagonotothen longipes"
"301","Amphipoda","Patagonotothen sima"
"302","Amphipoda","Patagonotothen tessellata"
"303","Amphipoda","Arbacia dufresnii"
"304","Amphipoda","Bathyraja albomaculata"
"305","Amphipoda","Paranotothenia magellanica"
"306","Amphipoda","Patagonotothen brevicauda brevicauda"
"307","Amphipoda","Patagonotothen ramsayi"
"308","Amphipoda","Galaxias maculatus"
"309","Amphipoda","Raja (Dipturus) chilensis"
"310","Amphipoda","Asterina fimbriata"
"311","Amphipoda","Austrolycus depressiceps"
"312","Amphipoda","Cosmasterias lurida"
"313","Amphipoda","Eleginops maclovinus"
"314","Amphipoda","Lithodes santolla"
"315","Amphipoda","Odontesthes nigricans"
"316","Amphipoda","Schroederichthys bivius"
"317","Anasterias antarctica","Patagonotothen tessellata"
"318","Anasterias antarctica","Austrolycus depressiceps"
"319","Anasterias antarctica","Eleginops maclovinus"
"320","Ascidiacea","Anasterias antarctica"
"321","Ascidiacea","Genypterus blacodes"
"322","Ascidiacea","Cosmasterias lurida"
"323","Ascidiacea","Lithodes santolla"
"324","Aulacomya atra","Anasterias antarctica"
"325","Aulacomya atra","Eurypodius latreillii"
"326","Aulacomya atra","Pseudechinus magellanicus"
"327","Aulacomya atra","Trophon geversianus"
"328","Aulacomya atra","Peltarion spinosulum"
"329","Aulacomya atra","Genypterus blacodes"
"330","Aulacomya atra","Arbacia dufresnii"
"331","Aulacomya atra","Paralomis granulosa"
"332","Aulacomya atra","Asterina fimbriata"
"333","Aulacomya atra","Austrolycus depressiceps"
"334","Aulacomya atra","Cosmasterias lurida"
"335","Aulacomya atra","Lithodes santolla"
"336","Bivalvia","Anasterias antarctica"
"337","Bivalvia","Eurypodius latreillii"
"338","Bivalvia","Pagurus comptus"
"339","Bivalvia","Pseudechinus magellanicus"
"340","Bivalvia","Munida gregaria"
"341","Bivalvia","Myxine glutinosa"
"342","Bivalvia","Peltarion spinosulum"
"343","Bivalvia","Genypterus blacodes"
"344","Bivalvia","Arbacia dufresnii"
"345","Bivalvia","Paralomis granulosa"
"346","Bivalvia","Patagonotothen ramsayi"
"347","Bivalvia","Salilota australis"
"348","Bivalvia","Eleginops maclovinus"
"349","Bivalvia","Lithodes santolla"
"350","Bivalvia","Odontesthes nigricans"
"351","Bivalvia","Schroederichthys bivius"
"352","Crepipatella dilatata","Anasterias antarctica"
"353","Crepipatella dilatata","Asterina fimbriata"
"354","Crepipatella dilatata","Cosmasterias lurida"
"355","Eurhomalea exalbida","Anasterias antarctica"
"356","Eurypodius latreillii","Anasterias antarctica"
"357","Eurypodius latreillii","Paranotothenia magellanica"
"358","Eurypodius latreillii","Patagonotothen ramsayi"
"359","Eurypodius latreillii","Raja (Dipturus) chilensis"
"360","Eurypodius latreillii","Schroederichthys bivius"
"361","Exosphaeroma gigas","Anasterias antarctica"
"362","Exosphaeroma gigas","Pseudechinus magellanicus"
"363","Exosphaeroma gigas","Harpagifer bispinis"
"364","Exosphaeroma gigas","Patagonotothen cornucola"
"365","Exosphaeroma gigas","Patagonotothen longipes"
"366","Exosphaeroma gigas","Patagonotothen tessellata"
"367","Exosphaeroma gigas","Paranotothenia magellanica"
"368","Exosphaeroma gigas","Austrolycus depressiceps"
"369","Fissurella oriens","Anasterias antarctica"
"370","Fissurella oriens","Asterina fimbriata"
"371","Fissurella oriens","Cosmasterias lurida"
"372","Gaimardia trapesina","Anasterias antarctica"
"373","Gaimardia trapesina","Arbacia dufresnii"
"374","Gaimardia trapesina","Paranotothenia magellanica"
"375","Gaimardia trapesina","Asterina fimbriata"
"376","Gaimardia trapesina","Cosmasterias lurida"
"377","Halicarcinus planatus ","Anasterias antarctica"
"378","Halicarcinus planatus ","Eurypodius latreillii"
"379","Halicarcinus planatus ","Pseudechinus magellanicus"
"380","Halicarcinus planatus ","Xymenopsis muriciformis "
"381","Halicarcinus planatus ","Patagonotothen cornucola"
"382","Halicarcinus planatus ","Cottoperca gobio"
"383","Halicarcinus planatus ","Patagonotothen longipes"
"384","Halicarcinus planatus ","Patagonotothen tessellata"
"385","Halicarcinus planatus ","Patagonotothen brevicauda brevicauda"
"386","Halicarcinus planatus ","Asterina fimbriata"
"387","Halicarcinus planatus ","Austrolycus depressiceps"
"388","Halicarcinus planatus ","Cosmasterias lurida"
"389","Halicarcinus planatus ","Eleginops maclovinus"
"390","Halicarcinus planatus ","Lithodes santolla"
"391","Laevilitorina caliginosa","Anasterias antarctica"
"392","Laevilitorina caliginosa","Nacella deaurata"
"393","Laevilitorina caliginosa","Nacella magellanica"
"394","Laevilitorina caliginosa","Harpagifer bispinis"
"395","Laevilitorina caliginosa","Paranotothenia magellanica"
"396","Mytilus edulis chilensis","Anasterias antarctica"
"397","Mytilus edulis chilensis","Eurypodius latreillii"
"398","Mytilus edulis chilensis","Nacella deaurata"
"399","Mytilus edulis chilensis","Nacella magellanica"
"400","Mytilus edulis chilensis","Pagurus comptus"
"401","Mytilus edulis chilensis","Pseudechinus magellanicus"
"402","Mytilus edulis chilensis","Trophon geversianus"
"403","Mytilus edulis chilensis","Xymenopsis muriciformis "
"404","Mytilus edulis chilensis","Patagonotothen cornucola"
"405","Mytilus edulis chilensis","Peltarion spinosulum"
"406","Mytilus edulis chilensis","Patagonotothen longipes"
"407","Mytilus edulis chilensis","Patagonotothen tessellata"
"408","Mytilus edulis chilensis","Arbacia dufresnii"
"409","Mytilus edulis chilensis","Paralomis granulosa"
"410","Mytilus edulis chilensis","Lithodes santolla"
"411","Nacella deaurata","Anasterias antarctica"
"412","Nacella deaurata","Trophon geversianus"
"413","Nacella deaurata","Xymenopsis muriciformis "
"414","Nacella deaurata","Nemertea"
"415","Nacella deaurata","Patagonotothen tessellata"
"416","Nacella deaurata","Austrolycus depressiceps"
"417","Nacella deaurata","Eleginops maclovinus"
"418","Nacella magellanica","Anasterias antarctica"
"419","Nacella magellanica","Cosmasterias lurida"
"420","Nacella mytilina","Anasterias antarctica"
"421","Nacella mytilina","Asterina fimbriata"
"422","Nacella mytilina","Cosmasterias lurida"
"423","Necromass","Anasterias antarctica"
"424","Necromass","Exosphaeroma gigas"
"425","Necromass","Halicarcinus planatus "
"426","Necromass","Pagurus comptus"
"427","Necromass","Pareuthria fuscata"
"428","Necromass","Polychaeta"
"429","Necromass","Spirorbinae"
"430","Necromass","Munida gregaria"
"431","Necromass","Nemertea"
"432","Necromass","Dissostichus eleginoides"
"433","Necromass","Glyceridae"
"434","Necromass","Myxine glutinosa"
"435","Necromass","Cottoperca gobio"
"436","Necromass","Patagonotothen ramsayi"
"437","Necromass","Nereididae"
"438","Necromass","Polynoidae"
"439","Necromass","Cirratulidae"
"440","Necromass","Cosmasterias lurida"
"441","Necromass","Glabraster antarctica"
"442","Necromass","Lithodes santolla"
"443","Necromass","Schroederichthys bivius"
"444","Notochthamalus scabrosus ","Anasterias antarctica"
"445","Notochthamalus scabrosus ","Nacella magellanica"
"446","Notochthamalus scabrosus ","Trophon geversianus"
"447","Notochthamalus scabrosus ","Eleginops maclovinus"
"448","Pagurus comptus","Anasterias antarctica"
"449","Pagurus comptus","Eurypodius latreillii"
"450","Pagurus comptus","Bathyraja brachyurops"
"451","Pagurus comptus","Bathyraja griseocauda"
"452","Pagurus comptus","Paralomis granulosa"
"453","Pagurus comptus","Patagonotothen ramsayi"
"454","Pagurus comptus","Asterina fimbriata"
"455","Pagurus comptus","Cosmasterias lurida"
"456","Pagurus comptus","Lithodes santolla"
"457","Pareuthria fuscata","Anasterias antarctica"
"458","Pareuthria fuscata","Pseudechinus magellanicus"
"459","Pareuthria fuscata","Asterina fimbriata"
"460","Pareuthria fuscata","Cosmasterias lurida"
"461","Perumytilus purpuratus","Anasterias antarctica"
"462","Perumytilus purpuratus","Pseudechinus magellanicus"
"463","Perumytilus purpuratus","Trophon geversianus"
"464","Perumytilus purpuratus","Harpagifer bispinis"
"465","Perumytilus purpuratus","Nemertea"
"466","Plaxiphora sp.","Anasterias antarctica"
"467","Plaxiphora sp.","Asterina fimbriata"
"468","Plaxiphora sp.","Cosmasterias lurida"
"469","Polychaeta","Anasterias antarctica"
"470","Polychaeta","Eurypodius latreillii"
"471","Polychaeta","Halicarcinus planatus "
"472","Polychaeta","Pagurus comptus"
"473","Polychaeta","Pseudechinus magellanicus"
"474","Polychaeta","Harpagifer bispinis"
"475","Polychaeta","Munida gregaria"
"476","Polychaeta","Patagonotothen cornucola"
"477","Polychaeta","Cephalopoda"
"478","Polychaeta","Dissostichus eleginoides"
"479","Polychaeta","Myxine glutinosa"
"480","Polychaeta","Ophiuroidea"
"481","Polychaeta","Peltarion spinosulum"
"482","Polychaeta","Bathyraja brachyurops"
"483","Polychaeta","Cottoperca gobio"
"484","Polychaeta","Genypterus blacodes"
"485","Polychaeta","Merluccius hubbsi"
"486","Polychaeta","Patagonotothen sp."
"487","Polychaeta","Priapulida"
"488","Polychaeta","Bathyraja griseocauda"
"489","Polychaeta","Patagonotothen longipes"
"490","Polychaeta","Patagonotothen sima"
"491","Polychaeta","Patagonotothen tessellata"
"492","Polychaeta","Arbacia dufresnii"
"493","Polychaeta","Paralomis granulosa"
"494","Polychaeta","Bathyraja albomaculata"
"495","Polychaeta","Paranotothenia magellanica"
"496","Polychaeta","Patagonotothen brevicauda brevicauda"
"497","Polychaeta","Patagonotothen ramsayi"
"498","Polychaeta","Salilota australis"
"499","Polychaeta","Polynoidae"
"500","Polychaeta","Stromateus brasiliensis"
"501","Polychaeta","Zygochlamys patagonica"
"502","Polychaeta","Raja (Dipturus) chilensis"
"503","Polychaeta","Austrolycus depressiceps"
"504","Polychaeta","Eleginops maclovinus"
"505","Polychaeta","Lithodes santolla"
"506","Polychaeta","Odontesthes nigricans"
"507","Polychaeta","Schroederichthys bivius"
"508","Polyplacophora","Gastropoda"
"509","Polyplacophora","Anasterias antarctica"
"510","Polyplacophora","Trophon geversianus"
"511","Polyplacophora","Xymenopsis muriciformis "
"512","Polyplacophora","Nemertea"
"513","Polyplacophora","Patagonotothen tessellata"
"514","Polyplacophora","Austrolycus depressiceps"
"515","Polyplacophora","Cosmasterias lurida"
"516","Polyplacophora","Eleginops maclovinus"
"517","Polyplacophora","Lithodes santolla"
"518","Pseudechinus magellanicus","Anasterias antarctica"
"519","Pseudechinus magellanicus","Eurypodius latreillii"
"520","Pseudechinus magellanicus","Pagurus comptus"
"521","Pseudechinus magellanicus","Peltarion spinosulum"
"522","Pseudechinus magellanicus","Paralomis granulosa"
"523","Pseudechinus magellanicus","Raja (Dipturus) chilensis"
"524","Pseudechinus magellanicus","Asterina fimbriata"
"525","Pseudechinus magellanicus","Cosmasterias lurida"
"526","Pseudechinus magellanicus","Lithodes santolla"
"527","Siphonaria lessonii","Anasterias antarctica"
"528","Siphonaria lessonii","Trophon geversianus"
"529","Siphonaria lessonii","Xymenopsis muriciformis "
"530","Siphonaria lessonii","Nemertea"
"531","Siphonaria lessonii","Patagonotothen tessellata"
"532","Siphonaria lessonii","Austrolycus depressiceps"
"533","Siphonaria lessonii","Eleginops maclovinus"
"534","Spirorbinae","Anasterias antarctica"
"535","Spirorbinae","Pseudechinus magellanicus"
"536","Spirorbinae","Arbacia dufresnii"
"537","Spirorbinae","Asterina fimbriata"
"538","Spirorbinae","Cosmasterias lurida"
"539","Tonicia sp.","Anasterias antarctica"
"540","Tonicia sp.","Paralomis granulosa"
"541","Tonicia sp.","Lithodes santolla"
"542","Trophon geversianus","Anasterias antarctica"
"543","Trophon geversianus","Patagonotothen tessellata"
"544","Trophon geversianus","Asterina fimbriata"
"545","Trophon geversianus","Austrolycus depressiceps"
"546","Trophon geversianus","Cosmasterias lurida"
"547","Trophon geversianus","Eleginops maclovinus"
"548","Xymenopsis muriciformis ","Anasterias antarctica"
"549","Xymenopsis muriciformis ","Patagonotothen tessellata"
"550","Xymenopsis muriciformis ","Austrolycus depressiceps"
"551","Xymenopsis muriciformis ","Eleginops maclovinus"
"552","Bryozoa","Polyplacophora"
"553","Bryozoa","Pseudechinus magellanicus"
"554","Bryozoa","Tonicia sp."
"555","Bryozoa","Munida gregaria"
"556","Bryozoa","Dissostichus eleginoides"
"557","Bryozoa","Genypterus blacodes"
"558","Bryozoa","Arbacia dufresnii"
"559","Bryozoa","Paralomis granulosa"
"560","Bryozoa","Paranotothenia magellanica"
"561","Bryozoa","Polynoidae"
"562","Bryozoa","Glabraster antarctica"
"563","Bryozoa","Lithodes santolla"
"564","Copepoda","Zooplankton"
"565","Copepoda","Eurypodius latreillii"
"566","Copepoda","Halicarcinus planatus "
"567","Copepoda","Pagurus comptus"
"568","Copepoda","Polychaeta"
"569","Copepoda","Pseudechinus magellanicus"
"570","Copepoda","Harpagifer bispinis"
"571","Copepoda","Munida gregaria"
"572","Copepoda","Patagonotothen cornucola"
"573","Copepoda","Nemertea"
"574","Copepoda","Cephalopoda"
"575","Copepoda","Dissostichus eleginoides"
"576","Copepoda","Euphausiacea"
"577","Copepoda","Gammaridea"
"578","Copepoda","Peltarion spinosulum"
"579","Copepoda","Genypterus blacodes"
"580","Copepoda","Macruronus magellanicus"
"581","Copepoda","Patagonotothen sp."
"582","Copepoda","Sprattus fuegensis"
"583","Copepoda","Bathyraja griseocauda"
"584","Copepoda","Patagonotothen longipes"
"585","Copepoda","Patagonotothen sima"
"586","Copepoda","Patagonotothen tessellata"
"587","Copepoda","Arbacia dufresnii"
"588","Copepoda","Paralomis granulosa"
"589","Copepoda","Paranotothenia magellanica"
"590","Copepoda","Patagonotothen brevicauda brevicauda"
"591","Copepoda","Patagonotothen ramsayi"
"592","Copepoda","Salilota australis"
"593","Copepoda","Polynoidae"
"594","Copepoda","Hydrozoa"
"595","Copepoda","Galaxias maculatus"
"596","Copepoda","Hyperiidea"
"597","Copepoda","Stromateus brasiliensis"
"598","Copepoda","Zygochlamys patagonica"
"599","Copepoda","Champsocephalus esox"
"600","Copepoda","Eleginops maclovinus"
"601","Copepoda","Lithodes santolla"
"602","Copepoda","Odontesthes nigricans"
"603","Cumacea","Polychaeta"
"604","Cumacea","Pseudechinus magellanicus"
"605","Cumacea","Dissostichus eleginoides"
"606","Cumacea","Ophiuroidea"
"607","Cumacea","Arbacia dufresnii"
"608","Cumacea","Bathyraja albomaculata"
"609","Cumacea","Nereididae"
"610","Cumacea","Eleginops maclovinus"
"611","Membranipora isabelleana","Eurypodius latreillii"
"612","Membranipora isabelleana","Halicarcinus planatus "
"613","Membranipora isabelleana","Pagurus comptus"
"614","Membranipora isabelleana","Pseudechinus magellanicus"
"615","Membranipora isabelleana","Peltarion spinosulum"
"616","Membranipora isabelleana","Arbacia dufresnii"
"617","Membranipora isabelleana","Paralomis granulosa"
"618","Membranipora isabelleana","Lithodes santolla"
"619","Phytoplankton","Crustacea"
"620","Phytoplankton","Zooplankton"
"621","Phytoplankton","Ostracoda"
"622","Phytoplankton","Ascidiacea"
"623","Phytoplankton","Aulacomya atra"
"624","Phytoplankton","Bivalvia"
"625","Phytoplankton","Crepipatella dilatata"
